"strain1","strain2","pvalue","FDR","gxl"
"129S1/SvImJ-fluoxetine","NOR/LtJ-fluoxetine",1.61120269766002e-13,FALSE,FALSE
"FVB/NJ-control","NOR/LtJ-fluoxetine",0.666898399463503,FALSE,FALSE
"MRL/MpJ-control","NOR/LtJ-fluoxetine",9.65512656400794e-07,FALSE,FALSE
"CE/J-control","NOR/LtJ-fluoxetine",8.3223251319286e-05,FALSE,FALSE
"C57BL/6J-fluoxetine","NOR/LtJ-fluoxetine",1.79869755483318e-07,FALSE,FALSE
"C57BL/6J-control","NOR/LtJ-fluoxetine",1.80670409969766e-09,FALSE,FALSE
"LG/J-fluoxetine","NOR/LtJ-fluoxetine",1.15406523737133e-07,FALSE,FALSE
"SWR/J-control","NOR/LtJ-fluoxetine",3.49609745087139e-07,FALSE,FALSE
"C3H/HeJ-fluoxetine","NOR/LtJ-fluoxetine",3.30721577512104e-12,FALSE,FALSE
"SJL/J-control","NOR/LtJ-fluoxetine",2.45451207566466e-09,FALSE,FALSE
"SM/J-control","NOR/LtJ-fluoxetine",0.0526142806634792,FALSE,FALSE
"MA/MyJ-fluoxetine","NOR/LtJ-fluoxetine",0.00140433330887129,FALSE,FALSE
"BTBR T+ tf/J-control","NOR/LtJ-fluoxetine",0.0676497430981235,FALSE,FALSE
"CE/J-fluoxetine","NOR/LtJ-fluoxetine",0.000108208523011977,FALSE,FALSE
"BALB/cJ-control","NZB/BlNJ-control",0.691139465768332,FALSE,FALSE
"DBA/2J-control","NZB/BlNJ-control",0.898818543875799,FALSE,FALSE
"AKR/J-control","NZB/BlNJ-control",0.000118568432569637,FALSE,FALSE
"NOD/ShiLtJ-control","NZB/BlNJ-control",1.55727648193122e-06,FALSE,FALSE
"A/J-control","NZB/BlNJ-control",5.57396001315353e-09,FALSE,FALSE
"FVB/NJ-control","NZB/BlNJ-control",5.3561084689241e-07,FALSE,FALSE
"C58/J-control","NZB/BlNJ-control",0.000685203342301713,FALSE,FALSE
"MA/MyJ-control","NZB/BlNJ-control",1.15207475880782e-06,FALSE,FALSE
"C57BLKS/J-control","NZB/BlNJ-control",0.00780636232588466,FALSE,FALSE
"CBA/J-control","NZB/BlNJ-control",0.889728169025922,FALSE,FALSE
"BUB/BnJ-control","NZB/BlNJ-control",0.00161793612825051,FALSE,FALSE
"NOR/LtJ-control","NZB/BlNJ-control",4.29149498652982e-07,FALSE,FALSE
"LP/J-control","NZB/BlNJ-control",0.758292168826211,FALSE,FALSE
"C3H/HeJ-control","NZB/BlNJ-control",0.706010524289226,FALSE,FALSE
"C57BR/cdJ-control","NZB/BlNJ-control",7.43857751432016e-08,FALSE,FALSE
"BTBR T+ tf/J-control","NZB/BlNJ-control",0.000280102626574432,FALSE,FALSE
"C57BL/6J-control","NZB/BlNJ-control",0.560974822910344,FALSE,FALSE
"I/LnJ-control","NZB/BlNJ-control",6.4957455773578e-07,FALSE,FALSE
"CE/J-control","NZB/BlNJ-control",0.00150506635661436,FALSE,FALSE
"LG/J-control","NZB/BlNJ-control",4.21729817914167e-05,FALSE,FALSE
"MRL/MpJ-control","NZB/BlNJ-control",0.00031432359456491,FALSE,FALSE
"129S1/SvImJ-control","NZB/BlNJ-control",5.8548305297975e-05,FALSE,FALSE
"A/J-control","NZB/BlNJ-fluoxetine",4.20955697356359e-05,FALSE,FALSE
"I/LnJ-control","NZB/BlNJ-fluoxetine",2.93765430121952e-06,FALSE,FALSE
"DBA/2J-control","NZB/BlNJ-fluoxetine",0.330299825330547,FALSE,FALSE
"CE/J-fluoxetine","NZB/BlNJ-fluoxetine",0.00594854144832999,FALSE,FALSE
"C3H/HeJ-control","NZB/BlNJ-fluoxetine",0.21301727371514,FALSE,FALSE
"LP/J-control","NZB/BlNJ-fluoxetine",0.760647557166189,FALSE,FALSE
"A/J-fluoxetine","NZB/BlNJ-fluoxetine",8.79710071015529e-05,FALSE,FALSE
"MA/MyJ-control","NZB/BlNJ-fluoxetine",3.53070248233295e-06,FALSE,FALSE
"NZW/LacJ-control","NZB/BlNJ-fluoxetine",0.36121101780718,FALSE,FALSE
"AKR/J-control","NZB/BlNJ-fluoxetine",0.000202157326317606,FALSE,FALSE
"LP/J-fluoxetine","NZB/BlNJ-fluoxetine",0.0378597513495489,FALSE,FALSE
"BALB/cJ-control","NZB/BlNJ-fluoxetine",0.925007194078657,FALSE,FALSE
"NZB/BlNJ-control","NZB/BlNJ-fluoxetine",0.366100740664122,FALSE,FALSE
"CBA/J-control","NZB/BlNJ-fluoxetine",0.510472428110973,FALSE,FALSE
"C57BR/cdJ-fluoxetine","NZB/BlNJ-fluoxetine",4.34350976724843e-07,FALSE,FALSE
"C58/J-control","NZB/BlNJ-fluoxetine",0.000624254695811614,FALSE,FALSE
"DBA/2J-fluoxetine","NZB/BlNJ-fluoxetine",0.0138867902636789,FALSE,FALSE
"BUB/BnJ-control","NZB/BlNJ-fluoxetine",0.00278134900611288,FALSE,FALSE
"C58/J-fluoxetine","NZB/BlNJ-fluoxetine",0.00148630591126344,FALSE,FALSE
"NOD/ShiLtJ-control","NZB/BlNJ-fluoxetine",1.87239949909683e-06,FALSE,FALSE
"MRL/MpJ-fluoxetine","NZB/BlNJ-fluoxetine",0.0259020677524693,FALSE,FALSE
"FVB/NJ-control","NZB/BlNJ-fluoxetine",3.1577724451899e-06,FALSE,FALSE
"SM/J-control","NZB/BlNJ-fluoxetine",3.69890357650113e-06,FALSE,FALSE
"129S1/SvImJ-control","NZB/BlNJ-fluoxetine",0.00428130093665143,FALSE,FALSE
"NOR/LtJ-fluoxetine","NZB/BlNJ-fluoxetine",8.31390082859138e-09,FALSE,FALSE
"AKR/J-fluoxetine","NZB/BlNJ-fluoxetine",7.97033620338978e-05,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","NZB/BlNJ-fluoxetine",0.000298178494589792,FALSE,FALSE
"I/LnJ-fluoxetine","NZB/BlNJ-fluoxetine",0.00112355776043838,FALSE,FALSE
"MRL/MpJ-control","NZB/BlNJ-fluoxetine",0.00120658519238362,FALSE,FALSE
"C57BR/cdJ-control","NZB/BlNJ-fluoxetine",2.047900234856e-07,FALSE,FALSE
"LG/J-control","NZB/BlNJ-fluoxetine",0.000146846346802704,FALSE,FALSE
"CE/J-control","NZB/BlNJ-fluoxetine",0.00264332542768261,FALSE,FALSE
"C57BL/6J-fluoxetine","NZB/BlNJ-fluoxetine",0.179727277317164,FALSE,FALSE
"FVB/NJ-fluoxetine","NZB/BlNJ-fluoxetine",2.93454990058476e-05,FALSE,FALSE
"BALB/cJ-fluoxetine","NZB/BlNJ-fluoxetine",0.758398064853121,FALSE,FALSE
"C57BL/6J-control","NZB/BlNJ-fluoxetine",0.201500466465627,FALSE,FALSE
"MA/MyJ-fluoxetine","NZB/BlNJ-fluoxetine",2.51556884531711e-06,FALSE,FALSE
"CBA/J-fluoxetine","NZB/BlNJ-fluoxetine",0.00188621873566421,FALSE,FALSE
"P/J-control","NZB/BlNJ-fluoxetine",1.30905862915999e-05,FALSE,FALSE
"PL/J-control","NZB/BlNJ-fluoxetine",3.11949697771241e-05,FALSE,FALSE
"129S1/SvImJ-fluoxetine","NZB/BlNJ-fluoxetine",0.000817259420414994,FALSE,FALSE
"SWR/J-control","NZB/BlNJ-fluoxetine",0.00559619052966127,FALSE,FALSE
"C57BLKS/J-fluoxetine","NZB/BlNJ-fluoxetine",0.790084402164758,FALSE,FALSE
"NOD/ShiLtJ-fluoxetine","NZB/BlNJ-fluoxetine",6.43350520118141e-06,FALSE,FALSE
"C57BLKS/J-control","NZB/BlNJ-fluoxetine",0.276092419897348,FALSE,FALSE
"LG/J-fluoxetine","NZB/BlNJ-fluoxetine",0.0396355778159807,FALSE,FALSE
"C3H/HeJ-fluoxetine","NZB/BlNJ-fluoxetine",0.247913324906422,FALSE,FALSE
"RIIIS/J-control","NZB/BlNJ-fluoxetine",2.45214896351971e-06,FALSE,FALSE
"BUB/BnJ-fluoxetine","NZB/BlNJ-fluoxetine",6.48403643974542e-05,FALSE,FALSE
"NOR/LtJ-control","NZB/BlNJ-fluoxetine",2.26165598689297e-06,FALSE,FALSE
"SJL/J-control","NZB/BlNJ-fluoxetine",0.985817961858792,FALSE,FALSE
"BTBR T+ tf/J-control","NZB/BlNJ-fluoxetine",0.000358018221846105,FALSE,FALSE
"FVB/NJ-control","NZW/LacJ-control",2.2704419951106e-06,FALSE,FALSE
"C58/J-control","NZW/LacJ-control",0.00179689450385463,FALSE,FALSE
"AKR/J-control","NZW/LacJ-control",0.000328862516306635,FALSE,FALSE
"BUB/BnJ-control","NZW/LacJ-control",0.00282468610797839,FALSE,FALSE
"BALB/cJ-control","NZW/LacJ-control",0.69407501513752,FALSE,FALSE
"MA/MyJ-control","NZW/LacJ-control",5.50630929932349e-06,FALSE,FALSE
"MRL/MpJ-control","NZW/LacJ-control",0.000358785371756945,FALSE,FALSE
"LP/J-control","NZW/LacJ-control",0.744238967678085,FALSE,FALSE
"NOR/LtJ-control","NZW/LacJ-control",2.10962791801997e-06,FALSE,FALSE
"C57BLKS/J-control","NZW/LacJ-control",0.00614145156012862,FALSE,FALSE
"NZB/BlNJ-control","NZW/LacJ-control",0.924091979893111,FALSE,FALSE
"BTBR T+ tf/J-control","NZW/LacJ-control",0.000750049526522486,FALSE,FALSE
"NOD/ShiLtJ-control","NZW/LacJ-control",8.78078295329592e-06,FALSE,FALSE
"DBA/2J-control","NZW/LacJ-control",0.956077447320298,FALSE,FALSE
"CBA/J-control","NZW/LacJ-control",0.852056503980587,FALSE,FALSE
"I/LnJ-control","NZW/LacJ-control",2.62533227414386e-06,FALSE,FALSE
"C57BR/cdJ-control","NZW/LacJ-control",4.19322964943977e-07,FALSE,FALSE
"A/J-control","NZW/LacJ-control",6.5694168082492e-09,FALSE,FALSE
"C3H/HeJ-control","NZW/LacJ-control",0.775774679008526,FALSE,FALSE
"LG/J-control","NZW/LacJ-control",8.94639142528875e-05,FALSE,FALSE
"129S1/SvImJ-control","NZW/LacJ-control",0.000121021136811448,FALSE,FALSE
"CE/J-control","NZW/LacJ-control",0.00245256183216031,FALSE,FALSE
"C57BL/6J-control","NZW/LacJ-control",0.617907984565357,FALSE,FALSE
"LP/J-fluoxetine","NZW/LacJ-fluoxetine",0.000218975508440715,FALSE,FALSE
"NZB/BlNJ-fluoxetine","NZW/LacJ-fluoxetine",0.0559662374137623,FALSE,FALSE
"P/J-control","NZW/LacJ-fluoxetine",0.0171227906956879,FALSE,FALSE
"CE/J-fluoxetine","NZW/LacJ-fluoxetine",0.444075875283561,FALSE,FALSE
"MA/MyJ-control","NZW/LacJ-fluoxetine",0.000862741263144137,FALSE,FALSE
"BUB/BnJ-control","NZW/LacJ-fluoxetine",0.262143327633955,FALSE,FALSE
"C3H/HeJ-control","NZW/LacJ-fluoxetine",0.107199656930325,FALSE,FALSE
"MRL/MpJ-fluoxetine","NZW/LacJ-fluoxetine",0.836494375967189,FALSE,FALSE
"FVB/NJ-control","NZW/LacJ-fluoxetine",0.00125091250287607,FALSE,FALSE
"I/LnJ-control","NZW/LacJ-fluoxetine",0.00224788519618808,FALSE,FALSE
"NZW/LacJ-control","NZW/LacJ-fluoxetine",0.131102041549256,FALSE,FALSE
"FVB/NJ-fluoxetine","NZW/LacJ-fluoxetine",0.0167849193656972,FALSE,FALSE
"LP/J-control","NZW/LacJ-fluoxetine",0.199749222081699,FALSE,FALSE
"LG/J-control","NZW/LacJ-fluoxetine",0.0894502822204285,FALSE,FALSE
"CE/J-control","NZW/LacJ-fluoxetine",0.344394778726394,FALSE,FALSE
"C58/J-control","NZW/LacJ-fluoxetine",0.039979115094099,FALSE,FALSE
"AKR/J-control","NZW/LacJ-fluoxetine",0.0328297440268659,FALSE,FALSE
"C57BR/cdJ-control","NZW/LacJ-fluoxetine",0.000425996223325743,FALSE,FALSE
"NOR/LtJ-fluoxetine","NZW/LacJ-fluoxetine",2.79682222991922e-05,FALSE,FALSE
"C57BR/cdJ-fluoxetine","NZW/LacJ-fluoxetine",9.78760785269233e-05,FALSE,FALSE
"CBA/J-control","NZW/LacJ-fluoxetine",0.121101704245282,FALSE,FALSE
"A/J-fluoxetine","NZW/LacJ-fluoxetine",1.07919643696109e-06,FALSE,FALSE
"MRL/MpJ-control","NZW/LacJ-fluoxetine",0.469804638981837,FALSE,FALSE
"DBA/2J-control","NZW/LacJ-fluoxetine",0.120029125426947,FALSE,FALSE
"C57BL/6J-fluoxetine","NZW/LacJ-fluoxetine",0.376917241130717,FALSE,FALSE
"SM/J-control","NZW/LacJ-fluoxetine",0.00322000520818938,FALSE,FALSE
"DBA/2J-fluoxetine","NZW/LacJ-fluoxetine",0.216150239618159,FALSE,FALSE
"129S1/SvImJ-control","NZW/LacJ-fluoxetine",4.62787591512192e-05,FALSE,FALSE
"NZB/BlNJ-control","NZW/LacJ-fluoxetine",0.0998732965257536,FALSE,FALSE
"BALB/cJ-fluoxetine","NZW/LacJ-fluoxetine",0.245404519644258,FALSE,FALSE
"A/J-control","NZW/LacJ-fluoxetine",1.05578046419232e-06,FALSE,FALSE
"BTBR T+ tf/J-control","NZW/LacJ-fluoxetine",0.0411791868389448,FALSE,FALSE
"NOD/ShiLtJ-control","NZW/LacJ-fluoxetine",0.000284751832529227,FALSE,FALSE
"SWR/J-control","NZW/LacJ-fluoxetine",0.80263894275194,FALSE,FALSE
"PL/J-control","NZW/LacJ-fluoxetine",0.026844282175827,FALSE,FALSE
"NOR/LtJ-control","NZW/LacJ-fluoxetine",0.000537300894183261,FALSE,FALSE
"AKR/J-fluoxetine","NZW/LacJ-fluoxetine",0.0318577607151391,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","NZW/LacJ-fluoxetine",0.0205810158846742,FALSE,FALSE
"NOD/ShiLtJ-fluoxetine","NZW/LacJ-fluoxetine",0.00111708065714144,FALSE,FALSE
"C58/J-fluoxetine","NZW/LacJ-fluoxetine",0.0165277190837867,FALSE,FALSE
"C57BL/6J-control","NZW/LacJ-fluoxetine",0.191127773123816,FALSE,FALSE
"C57BLKS/J-control","NZW/LacJ-fluoxetine",0.00414439928876666,FALSE,FALSE
"RIIIS/J-control","NZW/LacJ-fluoxetine",0.00206197772671968,FALSE,FALSE
"LG/J-fluoxetine","NZW/LacJ-fluoxetine",0.653312324529198,FALSE,FALSE
"C57BLKS/J-fluoxetine","NZW/LacJ-fluoxetine",0.202168593450578,FALSE,FALSE
"BUB/BnJ-fluoxetine","NZW/LacJ-fluoxetine",0.0046680590039667,FALSE,FALSE
"BALB/cJ-control","NZW/LacJ-fluoxetine",0.240900071486524,FALSE,FALSE
"129S1/SvImJ-fluoxetine","NZW/LacJ-fluoxetine",1.54692326924107e-05,FALSE,FALSE
"MA/MyJ-fluoxetine","NZW/LacJ-fluoxetine",0.000115989670798515,FALSE,FALSE
"SJL/J-control","NZW/LacJ-fluoxetine",0.0443236441424544,FALSE,FALSE
"CBA/J-fluoxetine","NZW/LacJ-fluoxetine",0.405278827712464,FALSE,FALSE
"I/LnJ-fluoxetine","NZW/LacJ-fluoxetine",0.0466642143159728,FALSE,FALSE
"C3H/HeJ-fluoxetine","NZW/LacJ-fluoxetine",0.0583015266097691,FALSE,FALSE
"C58/J-control","P/J-control",0.450319449984728,FALSE,FALSE
"C57BLKS/J-control","P/J-control",7.18754015450778e-09,FALSE,FALSE
"NOR/LtJ-control","P/J-control",0.00436100558376702,FALSE,FALSE
"BALB/cJ-control","P/J-control",0.00752670212327725,FALSE,FALSE
"MA/MyJ-control","P/J-control",0.0120633787338994,FALSE,FALSE
"BTBR T+ tf/J-control","P/J-control",0.617141118940834,FALSE,FALSE
"BUB/BnJ-control","P/J-control",0.199052064343805,FALSE,FALSE
"NOD/ShiLtJ-control","P/J-control",0.00386761790108678,FALSE,FALSE
"C57BR/cdJ-control","P/J-control",0.0396670641493165,FALSE,FALSE
"DBA/2J-control","P/J-control",6.23304339709988e-06,FALSE,FALSE
"NZB/BlNJ-control","P/J-control",9.87413018381567e-08,FALSE,FALSE
"AKR/J-control","P/J-control",0.599150733656981,FALSE,FALSE
"CE/J-control","P/J-control",0.0638157194596347,FALSE,FALSE
"FVB/NJ-control","P/J-control",0.0221245710413303,FALSE,FALSE
"CBA/J-control","P/J-control",3.17753995142655e-05,FALSE,FALSE
"NZW/LacJ-control","P/J-control",7.74845696024032e-08,FALSE,FALSE
"MRL/MpJ-control","P/J-control",0.00163617151873739,FALSE,FALSE
"A/J-control","P/J-control",1.42364132981472e-13,FALSE,FALSE
"I/LnJ-control","P/J-control",0.0968452340235053,FALSE,FALSE
"C57BL/6J-control","P/J-control",1.59785090356284e-06,FALSE,FALSE
"LP/J-control","P/J-control",0.00123379513778129,FALSE,FALSE
"C3H/HeJ-control","P/J-control",8.74867424704748e-08,FALSE,FALSE
"129S1/SvImJ-control","P/J-control",1.14837424803301e-09,FALSE,FALSE
"LG/J-control","P/J-control",0.292249120928758,FALSE,FALSE
"NZB/BlNJ-fluoxetine","P/J-fluoxetine",0.000161953008673027,FALSE,FALSE
"C3H/HeJ-control","P/J-fluoxetine",3.57411649569713e-05,FALSE,FALSE
"I/LnJ-control","P/J-fluoxetine",0.25586225648853,FALSE,FALSE
"C57BR/cdJ-fluoxetine","P/J-fluoxetine",0.46615617037135,FALSE,FALSE
"NZW/LacJ-control","P/J-fluoxetine",0.000749450545332292,FALSE,FALSE
"CE/J-fluoxetine","P/J-fluoxetine",0.00905896506545822,FALSE,FALSE
"AKR/J-fluoxetine","P/J-fluoxetine",0.0932805498092263,FALSE,FALSE
"NOR/LtJ-fluoxetine","P/J-fluoxetine",0.572465814130759,FALSE,FALSE
"P/J-control","P/J-fluoxetine",0.0749619752427221,FALSE,FALSE
"A/J-fluoxetine","P/J-fluoxetine",3.52635905113796e-08,FALSE,FALSE
"C57BL/6J-control","P/J-fluoxetine",0.000233782339319533,FALSE,FALSE
"MRL/MpJ-fluoxetine","P/J-fluoxetine",0.0120362595482078,FALSE,FALSE
"FVB/NJ-control","P/J-fluoxetine",0.518965052648555,FALSE,FALSE
"LP/J-fluoxetine","P/J-fluoxetine",8.33114993132943e-08,FALSE,FALSE
"C58/J-control","P/J-fluoxetine",0.274966584554378,FALSE,FALSE
"NZB/BlNJ-control","P/J-fluoxetine",0.000229375684134442,FALSE,FALSE
"FVB/NJ-fluoxetine","P/J-fluoxetine",0.114849593621719,FALSE,FALSE
"129S1/SvImJ-control","P/J-fluoxetine",2.33965880221706e-07,FALSE,FALSE
"MA/MyJ-control","P/J-fluoxetine",0.798130348881614,FALSE,FALSE
"LG/J-control","P/J-fluoxetine",0.0245403880887516,FALSE,FALSE
"AKR/J-control","P/J-fluoxetine",0.159598925538673,FALSE,FALSE
"SM/J-control","P/J-fluoxetine",0.232301676683891,FALSE,FALSE
"NOD/ShiLtJ-control","P/J-fluoxetine",0.560965129964141,FALSE,FALSE
"DBA/2J-fluoxetine","P/J-fluoxetine",0.131654604041482,FALSE,FALSE
"C57BLKS/J-control","P/J-fluoxetine",5.7086835014601e-05,FALSE,FALSE
"CBA/J-control","P/J-fluoxetine",5.28938990446616e-05,FALSE,FALSE
"LP/J-control","P/J-fluoxetine",0.00130407978789731,FALSE,FALSE
"BUB/BnJ-control","P/J-fluoxetine",0.0393527205157968,FALSE,FALSE
"C57BL/6J-fluoxetine","P/J-fluoxetine",0.0017878485759618,FALSE,FALSE
"CE/J-control","P/J-fluoxetine",0.0194087590459389,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","P/J-fluoxetine",0.416533263756303,FALSE,FALSE
"BALB/cJ-fluoxetine","P/J-fluoxetine",0.000924237098553461,FALSE,FALSE
"MRL/MpJ-control","P/J-fluoxetine",0.00490349440250608,FALSE,FALSE
"A/J-control","P/J-fluoxetine",2.53012490435419e-07,FALSE,FALSE
"DBA/2J-control","P/J-fluoxetine",1.33856067613385e-05,FALSE,FALSE
"BALB/cJ-control","P/J-fluoxetine",0.00211609164597924,FALSE,FALSE
"C57BR/cdJ-control","P/J-fluoxetine",0.287188937924056,FALSE,FALSE
"RIIIS/J-control","P/J-fluoxetine",0.268490397377521,FALSE,FALSE
"NOR/LtJ-control","P/J-fluoxetine",0.928696042766791,FALSE,FALSE
"PL/J-control","P/J-fluoxetine",0.0475264208241584,FALSE,FALSE
"NZW/LacJ-fluoxetine","P/J-fluoxetine",0.00759169638617696,FALSE,FALSE
"MA/MyJ-fluoxetine","P/J-fluoxetine",0.0421974564208539,FALSE,FALSE
"SJL/J-control","P/J-fluoxetine",0.000135026511798292,FALSE,FALSE
"BUB/BnJ-fluoxetine","P/J-fluoxetine",0.899708748228609,FALSE,FALSE
"C57BLKS/J-fluoxetine","P/J-fluoxetine",0.000487536580665334,FALSE,FALSE
"LG/J-fluoxetine","P/J-fluoxetine",0.00274517409677304,FALSE,FALSE
"CBA/J-fluoxetine","P/J-fluoxetine",0.00459565904292903,FALSE,FALSE
"NOD/ShiLtJ-fluoxetine","P/J-fluoxetine",0.934805040397358,FALSE,FALSE
"C58/J-fluoxetine","P/J-fluoxetine",0.407884795779076,FALSE,FALSE
"C3H/HeJ-fluoxetine","P/J-fluoxetine",2.22133027658178e-05,FALSE,FALSE
"BTBR T+ tf/J-control","P/J-fluoxetine",0.171215536011179,FALSE,FALSE
"129S1/SvImJ-fluoxetine","P/J-fluoxetine",7.749519369807e-07,FALSE,FALSE
"I/LnJ-fluoxetine","P/J-fluoxetine",0.357666259684317,FALSE,FALSE
"SWR/J-control","P/J-fluoxetine",0.00209434384606111,FALSE,FALSE
"BUB/BnJ-control","PL/J-control",0.293603726672688,FALSE,FALSE
"BALB/cJ-control","PL/J-control",0.00505712482726838,FALSE,FALSE
"C58/J-control","PL/J-control",0.414206317745127,FALSE,FALSE
"BTBR T+ tf/J-control","PL/J-control",0.593360277760738,FALSE,FALSE
"NOR/LtJ-control","PL/J-control",0.00583679391160129,FALSE,FALSE
"CBA/J-control","PL/J-control",4.88712076930426e-05,FALSE,FALSE
"NOD/ShiLtJ-control","PL/J-control",0.00192676151005767,FALSE,FALSE
"C57BR/cdJ-control","PL/J-control",0.0401258700557865,FALSE,FALSE
"AKR/J-control","PL/J-control",0.584694915342511,FALSE,FALSE
"DBA/2J-control","PL/J-control",1.31494778172648e-05,FALSE,FALSE
"NZB/BlNJ-control","PL/J-control",1.06366691057495e-05,FALSE,FALSE
"FVB/NJ-control","PL/J-control",0.0316482989100928,FALSE,FALSE
"MA/MyJ-control","PL/J-control",0.0124796616154761,FALSE,FALSE
"MRL/MpJ-control","PL/J-control",0.019503190720628,FALSE,FALSE
"LP/J-control","PL/J-control",0.00128630323393479,FALSE,FALSE
"CE/J-control","PL/J-control",0.133044322597402,FALSE,FALSE
"A/J-control","PL/J-control",1.4540558159789e-11,FALSE,FALSE
"I/LnJ-control","PL/J-control",0.115130447302504,FALSE,FALSE
"P/J-control","PL/J-control",0.941805857366025,FALSE,FALSE
"C57BLKS/J-control","PL/J-control",3.26192535354144e-07,FALSE,FALSE
"C3H/HeJ-control","PL/J-control",3.34377585266448e-06,FALSE,FALSE
"C57BL/6J-control","PL/J-control",3.69599796569042e-05,FALSE,FALSE
"129S1/SvImJ-control","PL/J-control",1.49939434225611e-09,FALSE,FALSE
"NZW/LacJ-control","PL/J-control",3.04798660965811e-05,FALSE,FALSE
"LG/J-control","PL/J-control",0.417149442941016,FALSE,FALSE
"P/J-control","PL/J-fluoxetine",0.79526357455335,FALSE,FALSE
"CE/J-fluoxetine","PL/J-fluoxetine",0.177414219340988,FALSE,FALSE
"NOR/LtJ-fluoxetine","PL/J-fluoxetine",0.00189479753559594,FALSE,FALSE
"NZB/BlNJ-fluoxetine","PL/J-fluoxetine",6.81871587664273e-05,FALSE,FALSE
"NZW/LacJ-control","PL/J-fluoxetine",9.32118870331935e-05,FALSE,FALSE
"BALB/cJ-fluoxetine","PL/J-fluoxetine",0.00426257178313238,FALSE,FALSE
"I/LnJ-control","PL/J-fluoxetine",0.0941303447110056,FALSE,FALSE
"C57BR/cdJ-fluoxetine","PL/J-fluoxetine",0.000610966837848872,FALSE,FALSE
"129S1/SvImJ-control","PL/J-fluoxetine",3.92773931302706e-09,FALSE,FALSE
"SM/J-control","PL/J-fluoxetine",0.149400064772606,FALSE,FALSE
"NZB/BlNJ-control","PL/J-fluoxetine",3.36986385431203e-05,FALSE,FALSE
"AKR/J-fluoxetine","PL/J-fluoxetine",0.751113488633756,FALSE,FALSE
"MRL/MpJ-fluoxetine","PL/J-fluoxetine",0.0507043988253879,FALSE,FALSE
"CBA/J-control","PL/J-fluoxetine",0.000107379038605357,FALSE,FALSE
"LP/J-control","PL/J-fluoxetine",0.0021188045992807,FALSE,FALSE
"A/J-fluoxetine","PL/J-fluoxetine",3.59683611631017e-11,FALSE,FALSE
"C57BL/6J-control","PL/J-fluoxetine",0.000104927860318592,FALSE,FALSE
"C57BR/cdJ-control","PL/J-fluoxetine",0.0313590495730466,FALSE,FALSE
"C58/J-control","PL/J-fluoxetine",0.363667600174247,FALSE,FALSE
"LP/J-fluoxetine","PL/J-fluoxetine",9.11642544219908e-09,FALSE,FALSE
"FVB/NJ-fluoxetine","PL/J-fluoxetine",0.544395072232733,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","PL/J-fluoxetine",0.184243558028741,FALSE,FALSE
"PL/J-control","PL/J-fluoxetine",0.862817457630669,FALSE,FALSE
"RIIIS/J-control","PL/J-fluoxetine",0.0916163966785802,FALSE,FALSE
"NOD/ShiLtJ-control","PL/J-fluoxetine",0.0016781952302603,FALSE,FALSE
"C57BLKS/J-fluoxetine","PL/J-fluoxetine",0.00230924074241272,FALSE,FALSE
"A/J-control","PL/J-fluoxetine",5.56782976652458e-11,FALSE,FALSE
"CE/J-control","PL/J-fluoxetine",0.195050496695123,FALSE,FALSE
"LG/J-control","PL/J-fluoxetine",0.545076793121229,FALSE,FALSE
"C57BLKS/J-control","PL/J-fluoxetine",1.00678772329874e-06,FALSE,FALSE
"BUB/BnJ-control","PL/J-fluoxetine",0.38406171426496,FALSE,FALSE
"NZW/LacJ-fluoxetine","PL/J-fluoxetine",0.041607205966351,FALSE,FALSE
"FVB/NJ-control","PL/J-fluoxetine",0.0272774938304901,FALSE,FALSE
"MRL/MpJ-control","PL/J-fluoxetine",0.0389020586422115,FALSE,FALSE
"NOR/LtJ-control","PL/J-fluoxetine",0.00536090802339918,FALSE,FALSE
"DBA/2J-control","PL/J-fluoxetine",3.35820367938239e-05,FALSE,FALSE
"MA/MyJ-control","PL/J-fluoxetine",0.010947289614471,FALSE,FALSE
"AKR/J-control","PL/J-fluoxetine",0.506371021901865,FALSE,FALSE
"C57BL/6J-fluoxetine","PL/J-fluoxetine",0.00147893026219322,FALSE,FALSE
"C58/J-fluoxetine","PL/J-fluoxetine",0.0316207360845671,FALSE,FALSE
"P/J-fluoxetine","PL/J-fluoxetine",0.0413653872279775,FALSE,FALSE
"DBA/2J-fluoxetine","PL/J-fluoxetine",0.867149800513633,FALSE,FALSE
"NOD/ShiLtJ-fluoxetine","PL/J-fluoxetine",0.0115730329153133,FALSE,FALSE
"BUB/BnJ-fluoxetine","PL/J-fluoxetine",0.0319486865876544,FALSE,FALSE
"LG/J-fluoxetine","PL/J-fluoxetine",0.00244840328428726,FALSE,FALSE
"SWR/J-control","PL/J-fluoxetine",0.0138698774559949,FALSE,FALSE
"SJL/J-control","PL/J-fluoxetine",3.16220379705679e-05,FALSE,FALSE
"C3H/HeJ-control","PL/J-fluoxetine",1.14829247582368e-05,FALSE,FALSE
"CBA/J-fluoxetine","PL/J-fluoxetine",0.0997727880205992,FALSE,FALSE
"MA/MyJ-fluoxetine","PL/J-fluoxetine",0.0001291716516278,FALSE,FALSE
